Pattern,Fichier,Detail
meta-gershayim,sources/shabbat/siman-299/niveau-4-daat-harav-en.html,3 meta
meta-gershayim,sources/shabbat/siman-299/niveau-2-lamdan-en.html,3 meta
meta-gershayim,sources/shabbat/siman-299/niveau-1-base-en.html,4 meta
compteur-3-niveaux,sources/shabbat/siman-299/index.html,Les 3 niveaux
meta-gershayim,sources/shabbat/siman-299/niveau-1-base.html,4 meta
coquille-sikhot,sources/shabbat/siman-299/niveau-4-daat-harav.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-299/niveau-4-daat-harav.html,3 meta
meta-gershayim,sources/shabbat/siman-299/niveau-2-lamdan.html,3 meta
meta-gershayim,sources/shabbat/siman-299/niveau-3-synthese.html,3 meta
meta-gershayim,sources/shabbat/siman-299/niveau-1-base-he.html,4 meta
meta-gershayim,sources/shabbat/siman-299/niveau-2-lamdan-he.html,3 meta
meta-gershayim,sources/shabbat/siman-351/niveau-4-daat-harav-en.html,3 meta
meta-gershayim,sources/shabbat/siman-351/niveau-2-lamdan-en.html,3 meta
titre-tronque,sources/shabbat/siman-351/niveau-2-lamdan-en.html,"Siman <bdi>שנ""א</bdi> · Level 2 — Tendre la main vers un | Hilkhot Shabbat"
meta-gershayim,sources/shabbat/siman-351/niveau-1-base-en.html,4 meta
titre-tronque,sources/shabbat/siman-351/niveau-1-base-en.html,"Siman <bdi>שנ""א</bdi> · Level 1 — Extending the hand to a | Hilkhot Shabbat"
compteur-3-niveaux,sources/shabbat/siman-351/index-he.html,שלוש רמות
compteur-3-niveaux,sources/shabbat/siman-351/index.html,Les 3 niveaux
meta-gershayim,sources/shabbat/siman-351/niveau-1-base.html,4 meta
titre-tronque,sources/shabbat/siman-351/niveau-1-base.html,"Siman <bdi>שנ""א</bdi> · Niveau 1 — Tendre la main vers un | Hilkhot Shabbat"
meta-gershayim,sources/shabbat/siman-351/niveau-3-synthese-he.html,3 meta
coquille-sikhot,sources/shabbat/siman-351/niveau-4-daat-harav.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-351/niveau-4-daat-harav.html,3 meta
meta-gershayim,sources/shabbat/siman-351/niveau-4-daat-harav-he.html,5 meta
meta-gershayim,sources/shabbat/siman-351/niveau-2-lamdan.html,3 meta
titre-tronque,sources/shabbat/siman-351/niveau-2-lamdan.html,"Siman <bdi>שנ""א</bdi> · Niveau 2 — Tendre la main vers un | Hilkhot Shabbat"
meta-gershayim,sources/shabbat/siman-351/niveau-3-synthese-en.html,3 meta
titre-tronque,sources/shabbat/siman-351/niveau-3-synthese-en.html,"Siman <bdi>שנ""א</bdi> · Level 3 — Extending the hand to a | Hilkhot Shabbat"
meta-gershayim,sources/shabbat/siman-351/niveau-3-synthese.html,3 meta
titre-tronque,sources/shabbat/siman-351/niveau-3-synthese.html,"Siman <bdi>שנ""א</bdi> · Niveau 3 — Tendre la main vers un | Hilkhot Shabbat"
meta-gershayim,sources/shabbat/siman-351/niveau-1-base-he.html,4 meta
meta-gershayim,sources/shabbat/siman-351/niveau-2-lamdan-he.html,3 meta
coquille-sikhot,sources/shabbat/siman-312/niveau-4-daat-harav-en.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-312/niveau-2-lamdan-en.html,3 meta
compteur-3-niveaux,sources/shabbat/siman-312/index.html,Les 3 niveaux
meta-gershayim,sources/shabbat/siman-312/niveau-1-base.html,4 meta
meta-gershayim,sources/shabbat/siman-312/niveau-3-synthese-he.html,2 meta
coquille-sikhot,sources/shabbat/siman-312/niveau-4-daat-harav.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-312/niveau-4-daat-harav.html,3 meta
coquille-sikhot,sources/shabbat/siman-312/niveau-4-daat-harav-he.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-312/niveau-4-daat-harav-he.html,3 meta
meta-gershayim,sources/shabbat/siman-312/niveau-2-lamdan.html,3 meta
meta-gershayim,sources/shabbat/siman-312/niveau-3-synthese.html,3 meta
meta-gershayim,sources/shabbat/siman-312/niveau-1-base-he.html,2 meta
meta-gershayim,sources/shabbat/siman-312/niveau-2-lamdan-he.html,3 meta
coquille-sikhot,sources/shabbat/siman-249/niveau-4-daat-harav-en.html,סיכות (→שיחות)
commentaire-a-verifier,sources/shabbat/siman-249/niveau-4-daat-harav-en.html,3
meta-gershayim,sources/shabbat/siman-249/index-he.html,6 meta
compteur-3-niveaux,sources/shabbat/siman-249/index.html,Les 3 niveaux
titre-tronque,sources/shabbat/siman-249/niveau-1-base.html,Siman <bdi>רמ״ט</bdi> · Niveau 1 — Règles spécifiques du | Hilkhot Shabbat
coquille-sikhot,sources/shabbat/siman-249/niveau-4-daat-harav.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-249/niveau-4-daat-harav.html,3 meta
commentaire-a-verifier,sources/shabbat/siman-249/niveau-4-daat-harav.html,3
coquille-sikhot,sources/shabbat/siman-287/niveau-4-daat-harav-en.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-287/niveau-2-lamdan-en.html,3 meta
compteur-3-niveaux,sources/shabbat/siman-287/index.html,Les 3 niveaux
titre-tronque,sources/shabbat/siman-287/index.html,Siman 287 — Visite des malades et consolation des | Hilkhot Shabbat
meta-gershayim,sources/shabbat/siman-287/niveau-1-base.html,4 meta
coquille-sikhot,sources/shabbat/siman-287/niveau-4-daat-harav.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-287/niveau-4-daat-harav.html,3 meta
meta-gershayim,sources/shabbat/siman-287/niveau-2-lamdan.html,3 meta
meta-gershayim,sources/shabbat/siman-287/niveau-3-synthese.html,3 meta
titre-tronque,sources/shabbat/siman-287/index-en.html,Siman 287 — Nichum Aveilim and Bikkur Cholim on | Hilkhot Shabbat
meta-gershayim,sources/shabbat/siman-287/niveau-2-lamdan-he.html,3 meta
coquille-sikhot,sources/shabbat/siman-340/niveau-4-daat-harav-en.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-340/niveau-4-daat-harav-en.html,3 meta
meta-gershayim,sources/shabbat/siman-340/niveau-2-lamdan-en.html,3 meta
meta-gershayim,sources/shabbat/siman-340/niveau-1-base-en.html,4 meta
compteur-3-niveaux,sources/shabbat/siman-340/index.html,Les 3 niveaux
meta-gershayim,sources/shabbat/siman-340/niveau-1-base.html,4 meta
meta-gershayim,sources/shabbat/siman-340/niveau-3-synthese-he.html,3 meta
coquille-sikhot,sources/shabbat/siman-340/niveau-4-daat-harav.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-340/niveau-4-daat-harav.html,3 meta
coquille-sikhot,sources/shabbat/siman-340/niveau-4-daat-harav-he.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-340/niveau-4-daat-harav-he.html,5 meta
siman-siman-duplique,sources/shabbat/siman-340/niveau-4-daat-harav-he.html,סימן (סימן)
meta-gershayim,sources/shabbat/siman-340/niveau-2-lamdan.html,3 meta
meta-gershayim,sources/shabbat/siman-340/niveau-3-synthese-en.html,3 meta
meta-gershayim,sources/shabbat/siman-340/niveau-3-synthese.html,3 meta
meta-gershayim,sources/shabbat/siman-340/niveau-1-base-he.html,4 meta
meta-gershayim,sources/shabbat/siman-340/niveau-2-lamdan-he.html,3 meta
coquille-sikhot,sources/shabbat/siman-281/niveau-4-daat-harav-en.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-281/niveau-4-daat-harav-en.html,3 meta
meta-gershayim,sources/shabbat/siman-281/niveau-2-lamdan-en.html,3 meta
meta-gershayim,sources/shabbat/siman-281/niveau-1-base-en.html,4 meta
titre-tronque,sources/shabbat/siman-281/niveau-1-base-en.html,"Siman <bdi>רפ""א</bdi> · Level 1 — Zemiros and tefilah of | Hilkhot Shabbat"
compteur-3-niveaux,sources/shabbat/siman-281/index.html,Les 3 niveaux
meta-gershayim,sources/shabbat/siman-281/niveau-1-base.html,4 meta
meta-gershayim,sources/shabbat/siman-281/niveau-3-synthese-he.html,3 meta
coquille-sikhot,sources/shabbat/siman-281/niveau-4-daat-harav.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-281/niveau-4-daat-harav.html,3 meta
coquille-sikhot,sources/shabbat/siman-281/niveau-4-daat-harav-he.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-281/niveau-4-daat-harav-he.html,5 meta
siman-siman-duplique,sources/shabbat/siman-281/niveau-4-daat-harav-he.html,סימן (סימן)
meta-gershayim,sources/shabbat/siman-281/niveau-2-lamdan.html,3 meta
meta-gershayim,sources/shabbat/siman-281/niveau-3-synthese-en.html,3 meta
titre-tronque,sources/shabbat/siman-281/niveau-3-synthese-en.html,"Siman <bdi>רפ""א</bdi> · Level 3 — Zemiros and tefilah of | Hilkhot Shabbat"
meta-gershayim,sources/shabbat/siman-281/niveau-3-synthese.html,3 meta
meta-gershayim,sources/shabbat/siman-281/niveau-1-base-he.html,4 meta
meta-gershayim,sources/shabbat/siman-281/niveau-2-lamdan-he.html,3 meta
coquille-sikhot,sources/shabbat/siman-361/niveau-4-daat-harav-en.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-361/niveau-4-daat-harav-en.html,3 meta
meta-gershayim,sources/shabbat/siman-361/niveau-2-lamdan-en.html,3 meta
meta-gershayim,sources/shabbat/siman-361/niveau-1-base-en.html,4 meta
compteur-3-niveaux,sources/shabbat/siman-361/index.html,Les 3 niveaux
meta-gershayim,sources/shabbat/siman-361/niveau-1-base.html,4 meta
meta-gershayim,sources/shabbat/siman-361/niveau-3-synthese-he.html,3 meta
coquille-sikhot,sources/shabbat/siman-361/niveau-4-daat-harav.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-361/niveau-4-daat-harav.html,3 meta
coquille-sikhot,sources/shabbat/siman-361/niveau-4-daat-harav-he.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-361/niveau-4-daat-harav-he.html,3 meta
meta-gershayim,sources/shabbat/siman-361/niveau-2-lamdan.html,3 meta
meta-gershayim,sources/shabbat/siman-361/niveau-3-synthese-en.html,3 meta
meta-gershayim,sources/shabbat/siman-361/niveau-3-synthese.html,3 meta
meta-gershayim,sources/shabbat/siman-361/niveau-1-base-he.html,4 meta
meta-gershayim,sources/shabbat/siman-361/niveau-2-lamdan-he.html,3 meta
coquille-sikhot,sources/shabbat/siman-290/niveau-4-daat-harav-en.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-290/niveau-4-daat-harav-en.html,3 meta
meta-gershayim,sources/shabbat/siman-290/niveau-2-lamdan-en.html,3 meta
meta-gershayim,sources/shabbat/siman-290/niveau-1-base-en.html,4 meta
compteur-3-niveaux,sources/shabbat/siman-290/index.html,Les 3 niveaux
meta-gershayim,sources/shabbat/siman-290/niveau-1-base.html,4 meta
meta-gershayim,sources/shabbat/siman-290/niveau-3-synthese-he.html,3 meta
coquille-sikhot,sources/shabbat/siman-290/niveau-4-daat-harav.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-290/niveau-4-daat-harav.html,3 meta
meta-gershayim,sources/shabbat/siman-290/niveau-4-daat-harav-he.html,5 meta
siman-siman-duplique,sources/shabbat/siman-290/niveau-4-daat-harav-he.html,סימן (סימן)
meta-gershayim,sources/shabbat/siman-290/niveau-2-lamdan.html,3 meta
meta-gershayim,sources/shabbat/siman-290/niveau-3-synthese-en.html,3 meta
meta-gershayim,sources/shabbat/siman-290/niveau-3-synthese.html,3 meta
meta-gershayim,sources/shabbat/siman-290/niveau-1-base-he.html,4 meta
meta-gershayim,sources/shabbat/siman-290/niveau-2-lamdan-he.html,3 meta
coquille-sikhot,sources/shabbat/siman-271/niveau-4-daat-harav-en.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-271/niveau-4-daat-harav-en.html,1 meta
titre-tronque,sources/shabbat/siman-271/niveau-4-daat-harav-en.html,Siman 271 · Level 4 — Shitah of the Alter Rebbe on | Hilkhot Shabbat
meta-gershayim,sources/shabbat/siman-271/niveau-2-lamdan-en.html,3 meta
compteur-3-niveaux,sources/shabbat/siman-271/index.html,Les 3 niveaux
meta-gershayim,sources/shabbat/siman-271/niveau-1-base.html,4 meta
meta-gershayim,sources/shabbat/siman-271/niveau-3-synthese-he.html,3 meta
coquille-sikhot,sources/shabbat/siman-271/niveau-4-daat-harav.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-271/niveau-4-daat-harav.html,3 meta
coquille-sikhot,sources/shabbat/siman-271/niveau-4-daat-harav-he.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-271/niveau-2-lamdan.html,3 meta
meta-gershayim,sources/shabbat/siman-271/niveau-3-synthese.html,3 meta
meta-gershayim,sources/shabbat/siman-271/niveau-1-base-he.html,4 meta
meta-gershayim,sources/shabbat/siman-271/niveau-2-lamdan-he.html,3 meta
coquille-sikhot,sources/shabbat/siman-317/niveau-4-daat-harav-en.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-317/niveau-2-lamdan-en.html,3 meta
compteur-3-niveaux,sources/shabbat/siman-317/index.html,Les 3 niveaux
meta-gershayim,sources/shabbat/siman-317/niveau-1-base.html,4 meta
meta-gershayim,sources/shabbat/siman-317/niveau-3-synthese-he.html,3 meta
coquille-sikhot,sources/shabbat/siman-317/niveau-4-daat-harav.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-317/niveau-4-daat-harav.html,3 meta
meta-gershayim,sources/shabbat/siman-317/niveau-2-lamdan.html,3 meta
meta-gershayim,sources/shabbat/siman-317/niveau-3-synthese-en.html,3 meta
meta-gershayim,sources/shabbat/siman-317/niveau-3-synthese.html,3 meta
meta-gershayim,sources/shabbat/siman-317/niveau-2-lamdan-he.html,3 meta
coquille-sikhot,sources/shabbat/siman-258/niveau-4-daat-harav-en.html,סיכות (→שיחות)
compteur-3-niveaux,sources/shabbat/siman-258/index-he.html,שלוש רמות
compteur-3-niveaux,sources/shabbat/siman-258/index.html,Les 3 niveaux
titre-tronque,sources/shabbat/siman-258/index.html,Siman 258 — Permis de placer un plat froid sur un | Hilkhot Shabbat
coquille-sikhot,sources/shabbat/siman-258/niveau-4-daat-harav.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-258/niveau-4-daat-harav.html,3 meta
siman-siman-duplique,sources/shabbat/siman-258/niveau-4-daat-harav-he.html,סימן (סימן)
titre-tronque,sources/shabbat/siman-258/index-en.html,Siman 258 — Permission to Place a Cold Item on a | Hilkhot Shabbat
coquille-sikhot,sources/shabbat/siman-364/niveau-4-daat-harav-en.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-364/niveau-4-daat-harav-en.html,3 meta
meta-gershayim,sources/shabbat/siman-364/niveau-2-lamdan-en.html,3 meta
meta-gershayim,sources/shabbat/siman-364/niveau-1-base-en.html,4 meta
compteur-3-niveaux,sources/shabbat/siman-364/index.html,Les 3 niveaux
titre-tronque,sources/shabbat/siman-364/index.html,Siman 364 — Mavoy traversant et en forme d'arête de | Hilkhot Shabbat
meta-gershayim,sources/shabbat/siman-364/niveau-1-base.html,4 meta
titre-tronque,sources/shabbat/siman-364/niveau-1-base.html,"Siman <bdi>שס""ד</bdi> · Niveau 1 — Mavoy traversant et en | Hilkhot Shabbat"
meta-gershayim,sources/shabbat/siman-364/niveau-3-synthese-he.html,3 meta
coquille-sikhot,sources/shabbat/siman-364/niveau-4-daat-harav.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-364/niveau-4-daat-harav.html,3 meta
coquille-sikhot,sources/shabbat/siman-364/niveau-4-daat-harav-he.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-364/niveau-4-daat-harav-he.html,3 meta
meta-gershayim,sources/shabbat/siman-364/niveau-2-lamdan.html,3 meta
titre-tronque,sources/shabbat/siman-364/niveau-2-lamdan.html,"Siman <bdi>שס""ד</bdi> · Niveau 2 — Mavoy traversant et en | Hilkhot Shabbat"
meta-gershayim,sources/shabbat/siman-364/niveau-3-synthese-en.html,3 meta
meta-gershayim,sources/shabbat/siman-364/niveau-3-synthese.html,3 meta
titre-tronque,sources/shabbat/siman-364/niveau-3-synthese.html,"Siman <bdi>שס""ד</bdi> · Niveau 3 — Mavoy traversant et en | Hilkhot Shabbat"
meta-gershayim,sources/shabbat/siman-364/niveau-1-base-he.html,4 meta
titre-tronque,sources/shabbat/siman-364/index-en.html,Siman 364 — A Through Mavoy and One Shaped Like a | Hilkhot Shabbat
meta-gershayim,sources/shabbat/siman-364/niveau-2-lamdan-he.html,3 meta
coquille-sikhot,sources/shabbat/siman-254/niveau-4-daat-harav-en.html,סיכות (→שיחות)
commentaire-a-verifier,sources/shabbat/siman-254/niveau-4-daat-harav-en.html,6
compteur-3-niveaux,sources/shabbat/siman-254/index.html,Les 3 niveaux
titre-tronque,sources/shabbat/siman-254/index.html,Siman 254 — Plats préparés érev Shabbat pour | Hilkhot Shabbat
coquille-sikhot,sources/shabbat/siman-254/niveau-4-daat-harav.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-254/niveau-4-daat-harav.html,3 meta
commentaire-a-verifier,sources/shabbat/siman-254/niveau-4-daat-harav.html,6
coquille-sikhot,sources/shabbat/siman-294/niveau-4-daat-harav-en.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-294/niveau-4-daat-harav-en.html,3 meta
meta-gershayim,sources/shabbat/siman-294/niveau-2-lamdan-en.html,3 meta
meta-gershayim,sources/shabbat/siman-294/niveau-1-base-en.html,4 meta
compteur-3-niveaux,sources/shabbat/siman-294/index.html,Les 3 niveaux
meta-gershayim,sources/shabbat/siman-294/niveau-1-base.html,4 meta
meta-gershayim,sources/shabbat/siman-294/niveau-3-synthese-he.html,3 meta
coquille-sikhot,sources/shabbat/siman-294/niveau-4-daat-harav.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-294/niveau-4-daat-harav.html,3 meta
meta-gershayim,sources/shabbat/siman-294/niveau-4-daat-harav-he.html,5 meta
meta-gershayim,sources/shabbat/siman-294/niveau-2-lamdan.html,3 meta
meta-gershayim,sources/shabbat/siman-294/niveau-3-synthese-en.html,3 meta
meta-gershayim,sources/shabbat/siman-294/niveau-3-synthese.html,3 meta
meta-gershayim,sources/shabbat/siman-294/niveau-1-base-he.html,4 meta
meta-gershayim,sources/shabbat/siman-294/niveau-2-lamdan-he.html,3 meta
coquille-sikhot,sources/shabbat/siman-333/niveau-4-daat-harav-en.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-333/niveau-2-lamdan-en.html,3 meta
compteur-3-niveaux,sources/shabbat/siman-333/index.html,Les 3 niveaux
meta-gershayim,sources/shabbat/siman-333/niveau-1-base.html,4 meta
meta-gershayim,sources/shabbat/siman-333/niveau-3-synthese-he.html,2 meta
coquille-sikhot,sources/shabbat/siman-333/niveau-4-daat-harav.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-333/niveau-4-daat-harav.html,3 meta
meta-gershayim,sources/shabbat/siman-333/niveau-4-daat-harav-he.html,3 meta
meta-gershayim,sources/shabbat/siman-333/niveau-2-lamdan.html,3 meta
meta-gershayim,sources/shabbat/siman-333/niveau-3-synthese.html,3 meta
meta-gershayim,sources/shabbat/siman-333/niveau-1-base-he.html,2 meta
titre-tronque,sources/shabbat/siman-333/index-en.html,Siman 333 — Not to clear out a storehouse on | Hilkhot Shabbat
meta-gershayim,sources/shabbat/siman-333/niveau-2-lamdan-he.html,3 meta
meta-gershayim,sources/shabbat/siman-321/niveau-2-lamdan-en.html,3 meta
compteur-3-niveaux,sources/shabbat/siman-321/index.html,Les 3 niveaux
meta-gershayim,sources/shabbat/siman-321/niveau-1-base.html,4 meta
meta-gershayim,sources/shabbat/siman-321/niveau-3-synthese-he.html,2 meta
coquille-sikhot,sources/shabbat/siman-321/niveau-4-daat-harav.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-321/niveau-4-daat-harav.html,3 meta
meta-gershayim,sources/shabbat/siman-321/niveau-4-daat-harav-he.html,2 meta
meta-gershayim,sources/shabbat/siman-321/niveau-2-lamdan.html,3 meta
meta-gershayim,sources/shabbat/siman-321/niveau-3-synthese.html,3 meta
meta-gershayim,sources/shabbat/siman-321/niveau-1-base-he.html,2 meta
meta-gershayim,sources/shabbat/siman-321/niveau-2-lamdan-he.html,3 meta
coquille-sikhot,sources/shabbat/siman-309/niveau-4-daat-harav-en.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-309/niveau-2-lamdan-en.html,3 meta
compteur-3-niveaux,sources/shabbat/siman-309/index.html,Les 3 niveaux
meta-gershayim,sources/shabbat/siman-309/niveau-1-base.html,4 meta
meta-gershayim,sources/shabbat/siman-309/niveau-3-synthese-he.html,2 meta
coquille-sikhot,sources/shabbat/siman-309/niveau-4-daat-harav.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-309/niveau-4-daat-harav.html,3 meta
coquille-sikhot,sources/shabbat/siman-309/niveau-4-daat-harav-he.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-309/niveau-4-daat-harav-he.html,3 meta
meta-gershayim,sources/shabbat/siman-309/niveau-2-lamdan.html,3 meta
meta-gershayim,sources/shabbat/siman-309/niveau-3-synthese.html,3 meta
meta-gershayim,sources/shabbat/siman-309/niveau-1-base-he.html,2 meta
titre-tronque,sources/shabbat/siman-309/index-en.html,Siman 309 — Moving a muktzeh object by means of | Hilkhot Shabbat
meta-gershayim,sources/shabbat/siman-309/niveau-2-lamdan-he.html,3 meta
coquille-sikhot,sources/shabbat/siman-347/niveau-4-daat-harav-en.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-347/niveau-4-daat-harav-en.html,3 meta
commentaire-a-verifier,sources/shabbat/siman-347/niveau-4-daat-harav-en.html,1
meta-gershayim,sources/shabbat/siman-347/niveau-2-lamdan-en.html,3 meta
titre-tronque,sources/shabbat/siman-347/niveau-2-lamdan-en.html,"Siman <bdi>שמ""ז</bdi> · Level 2 — Sur quel type de הוצאה on | Hilkhot Shabbat"
meta-gershayim,sources/shabbat/siman-347/niveau-1-base-en.html,4 meta
compteur-3-niveaux,sources/shabbat/siman-347/index-he.html,שלוש רמות
compteur-3-niveaux,sources/shabbat/siman-347/index.html,Les 3 niveaux
meta-gershayim,sources/shabbat/siman-347/niveau-1-base.html,4 meta
titre-tronque,sources/shabbat/siman-347/niveau-1-base.html,"Siman <bdi>שמ""ז</bdi> · Niveau 1 — Sur quel type de הוצאה on | Hilkhot Shabbat"
meta-gershayim,sources/shabbat/siman-347/niveau-3-synthese-he.html,3 meta
coquille-sikhot,sources/shabbat/siman-347/niveau-4-daat-harav.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-347/niveau-4-daat-harav.html,3 meta
commentaire-a-verifier,sources/shabbat/siman-347/niveau-4-daat-harav.html,1
meta-gershayim,sources/shabbat/siman-347/niveau-4-daat-harav-he.html,3 meta
meta-gershayim,sources/shabbat/siman-347/niveau-2-lamdan.html,3 meta
titre-tronque,sources/shabbat/siman-347/niveau-2-lamdan.html,"Siman <bdi>שמ""ז</bdi> · Niveau 2 — Sur quel type de הוצאה on | Hilkhot Shabbat"
meta-gershayim,sources/shabbat/siman-347/niveau-3-synthese-en.html,3 meta
meta-gershayim,sources/shabbat/siman-347/niveau-3-synthese.html,3 meta
titre-tronque,sources/shabbat/siman-347/niveau-3-synthese.html,"Siman <bdi>שמ""ז</bdi> · Niveau 3 — Sur quel type de הוצאה on | Hilkhot Shabbat"
meta-gershayim,sources/shabbat/siman-347/niveau-1-base-he.html,4 meta
meta-gershayim,sources/shabbat/siman-347/niveau-2-lamdan-he.html,3 meta
coquille-sikhot,sources/shabbat/siman-332/niveau-4-daat-harav-en.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-332/niveau-2-lamdan-en.html,3 meta
titre-tronque,sources/shabbat/siman-332/niveau-2-lamdan-en.html,"Siman <bdi>של""ב</bdi> · Level 2 — Ne pas faire accoucher un | Hilkhot Shabbat"
titre-tronque,sources/shabbat/siman-332/niveau-1-base-en.html,Siman 332 · Level 1 — Not to deliver an animal on | Hilkhot Shabbat
compteur-3-niveaux,sources/shabbat/siman-332/index.html,Les 3 niveaux
meta-gershayim,sources/shabbat/siman-332/niveau-1-base.html,4 meta
titre-tronque,sources/shabbat/siman-332/niveau-1-base.html,"Siman <bdi>של""ב</bdi> · Niveau 1 — Ne pas faire accoucher un | Hilkhot Shabbat"
meta-gershayim,sources/shabbat/siman-332/niveau-3-synthese-he.html,2 meta
coquille-sikhot,sources/shabbat/siman-332/niveau-4-daat-harav.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-332/niveau-4-daat-harav.html,3 meta
meta-gershayim,sources/shabbat/siman-332/niveau-4-daat-harav-he.html,3 meta
meta-gershayim,sources/shabbat/siman-332/niveau-2-lamdan.html,3 meta
titre-tronque,sources/shabbat/siman-332/niveau-2-lamdan.html,"Siman <bdi>של""ב</bdi> · Niveau 2 — Ne pas faire accoucher un | Hilkhot Shabbat"
titre-tronque,sources/shabbat/siman-332/niveau-3-synthese-en.html,Siman 332 · Level 3 — Not to deliver an animal on | Hilkhot Shabbat
meta-gershayim,sources/shabbat/siman-332/niveau-3-synthese.html,3 meta
titre-tronque,sources/shabbat/siman-332/niveau-3-synthese.html,"Siman <bdi>של""ב</bdi> · Niveau 3 — Ne pas faire accoucher un | Hilkhot Shabbat"
meta-gershayim,sources/shabbat/siman-332/niveau-1-base-he.html,2 meta
titre-tronque,sources/shabbat/siman-332/index-en.html,Siman 332 — Not to help an animal give birth on | Hilkhot Shabbat
meta-gershayim,sources/shabbat/siman-332/niveau-2-lamdan-he.html,3 meta
coquille-sikhot,sources/shabbat/siman-325/niveau-4-daat-harav-en.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-325/niveau-4-daat-harav-en.html,3 meta
meta-gershayim,sources/shabbat/siman-325/niveau-2-lamdan-en.html,3 meta
titre-tronque,sources/shabbat/siman-325/niveau-2-lamdan-en.html,"Siman <bdi>שכ""ה</bdi> · Level 2 — Non-juif qui travaille pour | Hilkhot Shabbat"
meta-gershayim,sources/shabbat/siman-325/niveau-1-base-en.html,4 meta
titre-tronque,sources/shabbat/siman-325/niveau-1-base-en.html,"Siman <bdi>שכ""ה</bdi> · Level 1 — Non-Jew Doing Melachah for a | Hilkhot Shabbat"
compteur-3-niveaux,sources/shabbat/siman-325/index.html,Les 3 niveaux
meta-gershayim,sources/shabbat/siman-325/niveau-1-base.html,4 meta
titre-tronque,sources/shabbat/siman-325/niveau-1-base.html,"Siman <bdi>שכ""ה</bdi> · Niveau 1 — Non-juif qui travaille pour | Hilkhot Shabbat"
meta-gershayim,sources/shabbat/siman-325/niveau-3-synthese-he.html,3 meta
coquille-sikhot,sources/shabbat/siman-325/niveau-4-daat-harav.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-325/niveau-4-daat-harav.html,3 meta
coquille-sikhot,sources/shabbat/siman-325/niveau-4-daat-harav-he.html,סיכות (→שיחות)
meta-gershayim,sources/shabbat/siman-325/niveau-4-daat-harav-he.html,5 meta
meta-gershayim,sources/shabbat/siman-325/niveau-2-lamdan.html,3 meta
titre-tronque,sources/shabbat/siman-325/niveau-2-lamdan.html,"Siman <bdi>שכ""ה</bdi> · Niveau 2 — Non-juif qui travaille pour | Hilkhot Shabbat"
meta-gershayim,sources/shabbat/siman-325/niveau-3-synthese-en.html,3 meta
titre-tronque,sources/shabbat/siman-325/niveau-3-synthese-en.html,"Siman <bdi>שכ""ה</bdi> · Level 3 — Non-Jew Doing Melachah for a | Hilkhot Shabbat"
meta-gershayim,sources/shabbat/siman-325/niveau-3-synthese.html,3 meta
